Num_acc,Catégorie du véhicule,Point de choc,Nombre de passagers,Obstacle heurté
2005,Véhicule Léger,Avant,2,Véhicule
2005,Motocyclette,Côté Gauche,1,Véhicule
2006,Véhicule Léger,Avant,1,Véhicule
2006,Véhicule Utilitaire,Côté Gauche,1,Véhicule
2007,Véhicule Léger,Avant,2,Véhicule
2007,Véhicule Utilitaire,Côté Gauche,1,Véhicule
2008,Véhicule Léger,Avant,1,Véhicule
2008,Véhicule Léger,Arrière,1,Véhicule
2008,Bicyclette,Côté Gauche,1,Véhicule
2009,Véhicule Utilitaire,Avant,1,Glissière
2010,Motocyclette,Avant,1,Véhicule
2010,Véhicule Léger,Côté Droit,1,Véhicule
2011,Véhicule Léger,Avant,1,Véhicule
2011,Véhicule Léger,Côté Gauche,1,Véhicule
2012,Véhicule Léger,Avant,5,Fossé
2013,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2014,Véhicule Léger,Avant,4,Véhicule
2014,Bicyclette,Côté Gauche,1,Véhicule
2015,Véhicule Léger,Avant,1,Fossé
2016,Véhicule Léger,Avant,2,Véhicule
2016,Véhicule Léger,Arrière,1,Véhicule
2017,Véhicule Léger,Avant,2,Fossé
2018,Véhicule Utilitaire,Avant,1,Glissière
2019,Véhicule Léger,Avant,4,Fossé
2020,Véhicule Léger,Avant,2,Véhicule
2020,Véhicule Léger,Arrière,2,Véhicule
2021,Véhicule Léger,Avant,1,Véhicule
2021,Véhicule Léger,Côté Gauche,1,Véhicule
2022,Véhicule Léger,Avant,1,Glissière
2023,Véhicule Léger,Avant,1,Véhicule
2023,Véhicule Léger,Avant,2,Véhicule
2023,Véhicule Léger,Arrière,2,Véhicule
2024,Véhicule Léger,Avant,1,Véhicule
2024,Véhicule Léger,Côté Droit,1,Véhicule
2025,Véhicule Léger,Avant,1,Véhicule
2025,Véhicule Léger,Côté Gauche,1,Véhicule
2026,Bicyclette,Avant,1,Véhicule
2026,Véhicule Léger,Arrière,1,Véhicule
2027,Véhicule Léger,Avant,1,Véhicule
2027,Véhicule Léger,Avant,2,Véhicule
2028,Véhicule Léger,Avant,2,Véhicule
2028,Véhicule Léger,Côté Droit,2,Véhicule
2029,Véhicule Léger,Avant,2,Véhicule
2029,Motocyclette,Avant,1,Véhicule
2030,Véhicule Léger,Avant,1,Véhicule
2030,Véhicule Léger,Côté Droit,1,Véhicule
2031,Véhicule Léger,Avant,1,Véhicule
2031,Véhicule Léger,Côté Gauche,1,Véhicule
2032,Véhicule Léger,Avant,3,Véhicule
2032,Véhicule Léger,Arrière,2,Véhicule
2033,Véhicule Léger,Avant,2,Véhicule
2033,Véhicule Léger,Avant,1,Véhicule
2034,Véhicule Léger,Avant,2,Véhicule
2034,Véhicule Léger,Côté Gauche,4,Véhicule
2035,Véhicule Léger,Avant,2,Batiment ou Mobilier urbain
2036,Véhicule Léger,Avant,1,Véhicule
2036,Véhicule Léger,Côté Gauche,1,Véhicule
2037,Véhicule Léger,Avant,1,Véhicule
2037,Bicyclette,Côté Droit,1,Véhicule
2038,Véhicule Léger,Avant,1,Véhicule
2038,Motocyclette,Avant,1,Véhicule
2039,Véhicule Léger,Avant,1,Véhicule
2039,Véhicule Léger,Arrière,3,Véhicule
2040,Motocyclette,Avant,1,Fossé
2041,Véhicule Léger,Avant,1,Véhicule
2041,Véhicule Léger,Avant,1,Véhicule
2042,Véhicule Léger,Avant,1,Véhicule
2042,Véhicule Léger,Côté Droit,2,Véhicule
2043,Véhicule Léger,Avant,1,Véhicule
2043,Motocyclette,Arrière,1,Véhicule
2044,Motocyclette,Avant,1,Véhicule
2044,Motocyclette,Arrière,1,Véhicule
2045,Véhicule Léger,Avant,1,Véhicule
2045,Motocyclette,Arrière,2,Véhicule
2046,Véhicule Léger,Avant,1,Véhicule
2046,Véhicule Utilitaire,Côté Gauche,1,Véhicule
2047,Véhicule Léger,Avant,1,Fossé
2048,Véhicule Léger,Avant,1,Véhicule
2048,Véhicule Léger,Arrière,1,Véhicule
2049,Véhicule Léger,Avant,1,Véhicule
2049,Véhicule Léger,Avant,2,Véhicule
2050,Véhicule Léger,Avant,2,Véhicule
2050,Véhicule Léger,Arrière,1,Véhicule
2051,Bicyclette,Avant,1,Véhicule
2051,Véhicule Léger,Côté Droit,1,Véhicule
2052,Véhicule Léger,Avant,3,Batiment ou Mobilier urbain
2053,Véhicule Léger,Avant,3,Véhicule
2053,Véhicule Léger,Avant,1,Véhicule
2054,Véhicule Utilitaire,Avant,1,Véhicule
2054,Véhicule Léger,Arrière,3,Véhicule
2055,Véhicule Léger,Avant,1,Véhicule
2055,Motocyclette,Arrière,1,Véhicule
2056,Véhicule Léger,Avant,2,Véhicule
2056,Véhicule Léger,Côté Gauche,4,Véhicule
2057,Véhicule Léger,Avant,3,Véhicule
2057,Véhicule Léger,Côté Gauche,1,Véhicule
2058,Véhicule Léger,Avant,5,Batiment ou Mobilier urbain
2059,Véhicule Léger,Avant,4,Véhicule
2059,Véhicule Léger,Côté Droit,1,Véhicule
2060,Motocyclette,Avant,1,Véhicule
2060,Bicyclette,Côté Droit,1,Véhicule
2061,Véhicule Léger,Avant,4,Batiment ou Mobilier urbain
2062,Véhicule Léger,Avant,2,Véhicule
2062,Véhicule Utilitaire,Arrière,1,Véhicule
2063,Véhicule Léger,Avant,3,Véhicule
2063,Véhicule Léger,Côté Droit,2,Véhicule
2064,Véhicule Léger,Avant,1,Véhicule
2064,Motocyclette,Côté Droit,2,Véhicule
2065,Véhicule Léger,Avant,1,Véhicule
2065,Véhicule Léger,Côté Gauche,2,Véhicule
2066,Véhicule Léger,Avant,2,Véhicule
2066,Véhicule Léger,Avant,2,Véhicule
2067,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2068,Motocyclette,Avant,1,Véhicule
2068,Véhicule Utilitaire,Avant,1,Véhicule
2069,Véhicule Utilitaire,Avant,1,Véhicule
2069,Motocyclette,Côté Gauche,1,Véhicule
2070,Véhicule Léger,Avant,2,Batiment ou Mobilier urbain
2071,Motocyclette,Avant,1,Véhicule
2071,Véhicule Léger,Côté Droit,1,Véhicule
2072,Véhicule Léger,Avant,3,Véhicule
2072,Véhicule Léger,Côté Gauche,1,Véhicule
2073,Véhicule Léger,Avant,1,Véhicule
2073,Motocyclette,Côté Gauche,2,Véhicule
2074,Véhicule Léger,Avant,4,Véhicule
2074,Véhicule Utilitaire,Côté Droit,1,Véhicule
2074,Véhicule Utilitaire,Côté Droit,1,Véhicule
2075,Véhicule Utilitaire,Avant,1,Véhicule
2075,Véhicule Léger,Côté Droit,1,Véhicule
2076,Véhicule Utilitaire,Avant,1,Fossé
2077,Véhicule Léger,Avant,3,Véhicule
2077,Véhicule Léger,Avant,2,Véhicule
2078,Motocyclette,Avant,1,Fossé
2079,Véhicule Utilitaire,Avant,1,Véhicule
2079,Véhicule Léger,Côté Droit,1,Véhicule
2080,Véhicule Léger,Avant,1,Véhicule
2080,Véhicule Léger,Côté Gauche,1,Véhicule
2081,Véhicule Léger,Avant,4,Glissière
2082,Véhicule Utilitaire,Avant,1,Véhicule
2082,Motocyclette,Côté Gauche,1,Véhicule
2083,Véhicule Léger,Avant,2,Batiment ou Mobilier urbain
2084,Véhicule Léger,Avant,3,Véhicule
2084,Véhicule Léger,Côté Droit,1,Véhicule
2085,Véhicule Léger,Avant,4,Véhicule
2085,Véhicule Utilitaire,Arrière,1,Véhicule
2086,Véhicule Léger,Avant,1,Fossé
2087,Véhicule Léger,Avant,1,Véhicule
2087,Véhicule Léger,Arrière,2,Véhicule
2088,Bicyclette,Avant,1,Véhicule
2088,Véhicule Léger,Côté Droit,3,Véhicule
2089,Véhicule Léger,Avant,4,Véhicule
2089,Véhicule Léger,Côté Gauche,1,Véhicule
2089,Véhicule Léger,Arrière,4,Véhicule
2090,Véhicule Léger,Avant,1,Véhicule
2090,Véhicule Léger,Arrière,3,Véhicule
2091,Véhicule Léger,Avant,2,Véhicule
2091,Véhicule Léger,Côté Gauche,1,Véhicule
2092,Véhicule Léger,Avant,3,Glissière
2093,Motocyclette,Avant,1,Véhicule
2093,Véhicule Léger,Côté Gauche,1,Véhicule
2094,Véhicule Léger,Avant,1,Fossé
2095,Véhicule Léger,Avant,3,Véhicule
2095,Véhicule Léger,Côté Droit,1,Véhicule
2096,Bicyclette,Avant,1,Véhicule
2096,Véhicule Léger,Arrière,1,Véhicule
2097,Véhicule Léger,Avant,2,Véhicule
2097,Véhicule Léger,Arrière,1,Véhicule
2098,Bicyclette,Avant,1,Véhicule
2098,Véhicule Léger,Arrière,2,Véhicule
2099,Motocyclette,Avant,1,Véhicule
2099,Véhicule Léger,Arrière,3,Véhicule
2100,Véhicule Léger,Avant,1,Véhicule
2100,Véhicule Léger,Côté Gauche,1,Véhicule
2101,Véhicule Léger,Avant,2,Glissière
2102,Véhicule Léger,Avant,1,Véhicule
2102,Véhicule Léger,Avant,2,Véhicule
2103,Véhicule Léger,Avant,5,Glissière
2104,Véhicule Léger,Avant,1,Véhicule
2104,Véhicule Léger,Avant,3,Véhicule
2105,Véhicule Léger,Avant,1,Véhicule
2105,Motocyclette,Côté Droit,1,Véhicule
2106,Véhicule Léger,Avant,5,Véhicule
2106,Véhicule Léger,Côté Droit,4,Véhicule
2107,Véhicule Léger,Avant,1,Véhicule
2107,Motocyclette,Arrière,1,Véhicule
2108,Véhicule Léger,Avant,4,Véhicule
2108,Véhicule Léger,Avant,1,Véhicule
2109,Véhicule Léger,Avant,1,Fossé
2110,Véhicule Léger,Avant,1,Véhicule
2110,Véhicule Léger,Arrière,1,Véhicule
2111,Véhicule Utilitaire,Avant,1,Batiment ou Mobilier urbain
2112,Véhicule Léger,Avant,2,Véhicule
2112,Véhicule Léger,Avant,4,Véhicule
2113,Véhicule Léger,Avant,1,Véhicule
2113,Véhicule Léger,Arrière,1,Véhicule
2114,Véhicule Léger,Avant,4,Batiment ou Mobilier urbain
2115,Bicyclette,Avant,1,Batiment ou Mobilier urbain
2116,Véhicule Léger,Avant,2,Véhicule
2116,Véhicule Léger,Avant,1,Véhicule
2117,Véhicule Léger,Avant,1,Véhicule
2117,Véhicule Léger,Arrière,3,Véhicule
2117,Véhicule Léger,Arrière,1,Véhicule
2118,Véhicule Léger,Avant,2,Véhicule
2118,Véhicule Utilitaire,Côté Gauche,1,Véhicule
2118,Véhicule Léger,Côté Gauche,3,Véhicule
2119,Véhicule Léger,Avant,1,Véhicule
2119,Bicyclette,Côté Droit,1,Véhicule
2120,Véhicule Léger,Avant,2,Glissière
2121,Véhicule Léger,Avant,2,Véhicule
2121,Véhicule Léger,Côté Droit,1,Véhicule
2122,Véhicule Léger,Avant,1,Véhicule
2122,Véhicule Léger,Côté Droit,2,Véhicule
2123,Véhicule Léger,Avant,4,Fossé
2124,Véhicule Utilitaire,Avant,1,Véhicule
2124,Véhicule Léger,Côté Droit,1,Véhicule
2125,Motocyclette,Avant,1,Véhicule
2125,Bicyclette,Côté Gauche,1,Véhicule
2126,Véhicule Léger,Avant,1,Véhicule
2126,Véhicule Léger,Arrière,2,Véhicule
2127,Véhicule Léger,Avant,4,Véhicule
2127,Véhicule Utilitaire,Arrière,1,Véhicule
2128,Véhicule Léger,Avant,5,Véhicule
2128,Motocyclette,Côté Gauche,1,Véhicule
2129,Véhicule Léger,Avant,1,Glissière
2130,Véhicule Léger,Avant,1,Véhicule
2130,Véhicule Léger,Côté Gauche,1,Véhicule
2131,Véhicule Léger,Avant,2,Véhicule
2131,Véhicule Léger,Côté Droit,1,Véhicule
2132,Véhicule Léger,Avant,4,Batiment ou Mobilier urbain
2133,Véhicule Léger,Avant,1,Véhicule
2133,Véhicule Léger,Côté Gauche,1,Véhicule
2134,Véhicule Léger,Avant,2,Véhicule
2134,Véhicule Léger,Côté Gauche,1,Véhicule
2135,Véhicule Léger,Avant,1,Véhicule
2135,Véhicule Léger,Côté Gauche,1,Véhicule
2136,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2137,Véhicule Léger,Avant,1,Véhicule
2137,Bicyclette,Avant,1,Véhicule
2138,Véhicule Léger,Avant,5,Véhicule
2138,Véhicule Léger,Côté Gauche,2,Véhicule
2139,Motocyclette,Avant,2,Véhicule
2139,Bicyclette,Côté Gauche,1,Véhicule
2140,Véhicule Utilitaire,Avant,1,Véhicule
2140,Motocyclette,Côté Gauche,1,Véhicule
2141,Motocyclette,Avant,1,Véhicule
2141,Véhicule Léger,Avant,2,Véhicule
2142,Véhicule Léger,Avant,1,Glissière
2143,Motocyclette,Avant,2,Fossé
2144,Véhicule Utilitaire,Avant,1,Véhicule
2144,Véhicule Léger,Côté Gauche,1,Véhicule
2145,Véhicule Léger,Avant,1,Véhicule
2145,Véhicule Léger,Côté Gauche,1,Véhicule
2146,Motocyclette,Avant,1,Véhicule
2146,Véhicule Léger,Côté Droit,4,Véhicule
2147,Véhicule Léger,Avant,1,Véhicule
2147,Bicyclette,Arrière,1,Véhicule
2148,Véhicule Léger,Avant,1,Fossé
2149,Véhicule Léger,Avant,1,Fossé
2150,Véhicule Léger,Avant,3,Fossé
2151,Véhicule Léger,Avant,3,Glissière
2152,Bicyclette,Avant,1,Batiment ou Mobilier urbain
2153,Véhicule Léger,Avant,3,Véhicule
2153,Véhicule Léger,Côté Gauche,1,Véhicule
2154,Véhicule Utilitaire,Avant,2,Véhicule
2154,Véhicule Léger,Côté Gauche,2,Véhicule
2155,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2156,Bicyclette,Avant,1,Véhicule
2156,Véhicule Léger,Côté Droit,4,Véhicule
2157,Véhicule Léger,Avant,4,Glissière
2158,Motocyclette,Avant,2,Glissière
2159,Motocyclette,Avant,1,Véhicule
2159,Véhicule Utilitaire,Côté Droit,1,Véhicule
2159,Véhicule Léger,Arrière,1,Véhicule
2160,Bicyclette,Avant,1,Glissière
2161,Motocyclette,Avant,2,Véhicule
2161,Véhicule Léger,Côté Droit,3,Véhicule
2162,Véhicule Léger,Avant,4,Véhicule
2162,Véhicule Léger,Avant,1,Véhicule
2162,Véhicule Léger,Côté Droit,3,Véhicule
2163,Véhicule Léger,Avant,2,Véhicule
2163,Motocyclette,Côté Gauche,1,Véhicule
2164,Véhicule Léger,Avant,3,Véhicule
2164,Véhicule Utilitaire,Côté Droit,1,Véhicule
2165,Véhicule Léger,Avant,1,Véhicule
2165,Véhicule Léger,Côté Droit,5,Véhicule
2166,Véhicule Léger,Avant,3,Véhicule
2166,Véhicule Léger,Côté Gauche,1,Véhicule
2167,Véhicule Léger,Avant,4,Véhicule
2167,Bicyclette,Côté Gauche,1,Véhicule
2168,Véhicule Léger,Avant,5,Batiment ou Mobilier urbain
2169,Véhicule Léger,Avant,2,Véhicule
2169,Véhicule Léger,Arrière,4,Véhicule
2170,Véhicule Léger,Avant,5,Véhicule
2170,Motocyclette,Arrière,1,Véhicule
2171,Bicyclette,Avant,1,Véhicule
2171,Motocyclette,Côté Gauche,1,Véhicule
2172,Véhicule Léger,Avant,1,Véhicule
2172,Véhicule Léger,Côté Gauche,1,Véhicule
2173,Véhicule Léger,Avant,4,Glissière
2174,Véhicule Léger,Avant,2,Véhicule
2174,Véhicule Léger,Avant,2,Véhicule
2175,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2176,Bicyclette,Avant,1,Véhicule
2176,Motocyclette,Avant,1,Véhicule
2177,Véhicule Léger,Avant,2,Glissière
2178,Véhicule Léger,Avant,3,Véhicule
2178,Véhicule Léger,Côté Gauche,1,Véhicule
2179,Véhicule Utilitaire,Avant,1,Véhicule
2179,Motocyclette,Côté Droit,1,Véhicule
2180,Véhicule Léger,Avant,1,Glissière
2181,Véhicule Léger,Avant,3,Véhicule
2181,Véhicule Léger,Côté Droit,4,Véhicule
2182,Véhicule Léger,Avant,1,Véhicule
2182,Véhicule Léger,Avant,4,Véhicule
2183,Véhicule Léger,Avant,1,Glissière
2184,Véhicule Léger,Avant,2,Véhicule
2184,Bicyclette,Côté Gauche,1,Véhicule
2185,Véhicule Léger,Avant,4,Véhicule
2185,Véhicule Léger,Avant,3,Véhicule
2186,Véhicule Léger,Avant,1,Véhicule
2186,Bicyclette,Avant,1,Véhicule
2187,Véhicule Léger,Avant,1,Fossé
2188,Véhicule Utilitaire,Avant,1,Véhicule
2188,Véhicule Léger,Côté Gauche,1,Véhicule
2189,Véhicule Léger,Avant,1,Véhicule
2189,Véhicule Léger,Côté Droit,3,Véhicule
2190,Véhicule Léger,Avant,2,Véhicule
2190,Véhicule Léger,Côté Droit,2,Véhicule
2191,Véhicule Léger,Avant,1,Véhicule
2191,Véhicule Léger,Côté Gauche,4,Véhicule
2192,Véhicule Léger,Avant,2,Véhicule
2192,Véhicule Léger,Côté Droit,3,Véhicule
2193,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2194,Véhicule Utilitaire,Avant,2,Glissière
2195,Motocyclette,Avant,1,Véhicule
2195,Véhicule Léger,Côté Gauche,2,Véhicule
2196,Véhicule Léger,Avant,4,Fossé
2197,Véhicule Utilitaire,Avant,2,Véhicule
2197,Véhicule Léger,Côté Gauche,4,Véhicule
2198,Véhicule Léger,Avant,1,Glissière
2199,Véhicule Léger,Avant,2,Glissière
2200,Véhicule Léger,Avant,1,Véhicule
2200,Véhicule Léger,Arrière,2,Véhicule
2201,Véhicule Léger,Avant,2,Véhicule
2201,Véhicule Léger,Arrière,1,Véhicule
2202,Véhicule Léger,Avant,1,Véhicule
2202,Véhicule Léger,Arrière,5,Véhicule
2203,Véhicule Léger,Avant,1,Véhicule
2203,Véhicule Léger,Côté Gauche,1,Véhicule
2204,Véhicule Utilitaire,Avant,1,Véhicule
2204,Véhicule Léger,Arrière,4,Véhicule
2205,Véhicule Léger,Avant,1,Véhicule
2205,Véhicule Léger,Arrière,4,Véhicule
2206,Véhicule Utilitaire,Avant,1,Véhicule
2206,Véhicule Léger,Arrière,2,Véhicule
2207,Véhicule Léger,Avant,3,Véhicule
2207,Véhicule Léger,Avant,2,Véhicule
2208,Véhicule Utilitaire,Avant,2,Glissière
2209,Véhicule Léger,Avant,1,Véhicule
2209,Véhicule Léger,Côté Gauche,1,Véhicule
2210,Véhicule Léger,Avant,2,Véhicule
2210,Véhicule Léger,Côté Droit,1,Véhicule
2211,Véhicule Léger,Avant,1,Véhicule
2211,Bicyclette,Avant,1,Véhicule
2212,Véhicule Léger,Avant,1,Véhicule
2212,Véhicule Léger,Côté Gauche,2,Véhicule
2213,Motocyclette,Avant,1,Véhicule
2213,Véhicule Léger,Arrière,1,Véhicule
2214,Motocyclette,Avant,1,Batiment ou Mobilier urbain
2215,Véhicule Léger,Avant,2,Fossé
2216,Véhicule Léger,Avant,2,Véhicule
2216,Véhicule Léger,Arrière,1,Véhicule
2217,Véhicule Léger,Avant,3,Glissière
2218,Véhicule Léger,Avant,2,Véhicule
2218,Véhicule Léger,Côté Droit,2,Véhicule
2219,Véhicule Léger,Avant,2,Véhicule
2219,Véhicule Léger,Côté Gauche,1,Véhicule
2219,Véhicule Léger,Arrière,2,Véhicule
2220,Véhicule Léger,Avant,4,Batiment ou Mobilier urbain
2221,Véhicule Léger,Avant,1,Véhicule
2221,Véhicule Léger,Avant,2,Véhicule
2222,Véhicule Léger,Avant,1,Véhicule
2222,Véhicule Léger,Arrière,1,Véhicule
2223,Véhicule Léger,Avant,1,Véhicule
2223,Véhicule Léger,Côté Droit,1,Véhicule
2224,Véhicule Léger,Avant,5,Glissière
2225,Véhicule Léger,Avant,1,Véhicule
2225,Véhicule Léger,Arrière,1,Véhicule
2226,Véhicule Léger,Avant,2,Véhicule
2226,Véhicule Léger,Avant,2,Véhicule
2227,Véhicule Utilitaire,Avant,1,Véhicule
2227,Véhicule Léger,Côté Gauche,1,Véhicule
2228,Véhicule Léger,Avant,1,Véhicule
2228,Véhicule Utilitaire,Côté Gauche,1,Véhicule
2229,Véhicule Léger,Avant,2,Batiment ou Mobilier urbain
2230,Véhicule Léger,Avant,2,Batiment ou Mobilier urbain
2231,Véhicule Léger,Avant,3,Véhicule
2231,Véhicule Léger,Côté Gauche,1,Véhicule
2232,Véhicule Léger,Avant,1,Véhicule
2232,Véhicule Léger,Arrière,4,Véhicule
2233,Motocyclette,Avant,1,Véhicule
2233,Véhicule Léger,Arrière,1,Véhicule
2234,Véhicule Léger,Avant,1,Fossé
2235,Véhicule Léger,Avant,1,Véhicule
2235,Véhicule Léger,Avant,1,Véhicule
2236,Véhicule Léger,Avant,3,Véhicule
2236,Véhicule Léger,Côté Gauche,3,Véhicule
2237,Véhicule Léger,Avant,2,Glissière
2238,Motocyclette,Avant,1,Véhicule
2238,Véhicule Léger,Côté Droit,2,Véhicule
2239,Véhicule Léger,Avant,4,Véhicule
2239,Véhicule Léger,Avant,3,Véhicule
2240,Véhicule Léger,Avant,3,Véhicule
2240,Véhicule Léger,Côté Droit,1,Véhicule
2240,Véhicule Léger,Côté Droit,1,Véhicule
2241,Véhicule Utilitaire,Avant,1,Véhicule
2241,Véhicule Léger,Arrière,1,Véhicule
2241,Véhicule Léger,Arrière,1,Véhicule
2242,Véhicule Léger,Avant,2,Véhicule
2242,Véhicule Léger,Arrière,1,Véhicule
2243,Véhicule Utilitaire,Avant,1,Véhicule
2243,Bicyclette,Côté Droit,1,Véhicule
2243,Véhicule Léger,Avant,1,Véhicule
2244,Véhicule Léger,Avant,1,Glissière
2245,Motocyclette,Avant,1,Fossé
2246,Bicyclette,Avant,1,Véhicule
2246,Véhicule Léger,Avant,3,Véhicule
2246,Motocyclette,Côté Gauche,1,Véhicule
2247,Véhicule Léger,Avant,2,Véhicule
2247,Véhicule Léger,Côté Droit,1,Véhicule
2248,Véhicule Léger,Avant,4,Véhicule
2248,Bicyclette,Avant,1,Véhicule
2249,Véhicule Léger,Avant,1,Véhicule
2249,Véhicule Léger,Côté Gauche,2,Véhicule
2250,Motocyclette,Avant,1,Véhicule
2250,Motocyclette,Côté Droit,1,Véhicule
2251,Motocyclette,Avant,1,Véhicule
2251,Véhicule Utilitaire,Côté Gauche,1,Véhicule
2252,Véhicule Léger,Avant,2,Véhicule
2252,Véhicule Léger,Côté Droit,1,Véhicule
2253,Véhicule Léger,Avant,5,Véhicule
2253,Véhicule Utilitaire,Côté Gauche,1,Véhicule
2254,Motocyclette,Avant,1,Batiment ou Mobilier urbain
2255,Véhicule Léger,Avant,3,Véhicule
2255,Véhicule Léger,Avant,4,Véhicule
2256,Véhicule Léger,Avant,1,Véhicule
2256,Véhicule Léger,Arrière,1,Véhicule
2257,Motocyclette,Avant,1,Véhicule
2257,Véhicule Léger,Arrière,3,Véhicule
2258,Véhicule Léger,Avant,3,Batiment ou Mobilier urbain
2259,Véhicule Léger,Avant,1,Véhicule
2259,Véhicule Utilitaire,Côté Droit,1,Véhicule
2260,Véhicule Léger,Avant,3,Véhicule
2260,Véhicule Léger,Avant,5,Véhicule
2261,Motocyclette,Avant,1,Véhicule
2261,Véhicule Léger,Côté Gauche,1,Véhicule
2262,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2263,Véhicule Léger,Avant,1,Véhicule
2263,Véhicule Léger,Arrière,1,Véhicule
2264,Bicyclette,Avant,1,Batiment ou Mobilier urbain
2265,Véhicule Léger,Avant,1,Véhicule
2265,Véhicule Utilitaire,Arrière,1,Véhicule
2266,Véhicule Léger,Avant,1,Glissière
2267,Véhicule Léger,Avant,4,Véhicule
2267,Véhicule Léger,Arrière,1,Véhicule
2268,Véhicule Léger,Avant,1,Véhicule
2268,Véhicule Léger,Avant,4,Véhicule
2269,Motocyclette,Avant,1,Batiment ou Mobilier urbain
2270,Véhicule Léger,Avant,2,Véhicule
2270,Véhicule Léger,Côté Droit,1,Véhicule
2270,Véhicule Léger,Arrière,2,Véhicule
2271,Véhicule Léger,Avant,2,Véhicule
2271,Véhicule Léger,Avant,2,Véhicule
2272,Véhicule Utilitaire,Avant,1,Batiment ou Mobilier urbain
2273,Motocyclette,Avant,1,Véhicule
2273,Véhicule Léger,Côté Gauche,1,Véhicule
2274,Motocyclette,Avant,1,Véhicule
2274,Véhicule Léger,Arrière,1,Véhicule
2275,Bicyclette,Avant,1,Véhicule
2275,Véhicule Léger,Arrière,1,Véhicule
2276,Véhicule Léger,Avant,1,Fossé
2277,Bicyclette,Avant,1,Véhicule
2277,Véhicule Léger,Avant,1,Véhicule
2277,Motocyclette,Avant,1,Véhicule
2278,Véhicule Léger,Avant,4,Véhicule
2278,Véhicule Léger,Côté Gauche,3,Véhicule
2279,Véhicule Léger,Avant,1,Glissière
2280,Véhicule Léger,Avant,2,Véhicule
2280,Véhicule Léger,Arrière,1,Véhicule
2281,Véhicule Léger,Avant,1,Véhicule
2281,Véhicule Léger,Arrière,5,Véhicule
2282,Bicyclette,Avant,1,Véhicule
2282,Véhicule Léger,Côté Droit,1,Véhicule
2283,Motocyclette,Avant,1,Véhicule
2283,Bicyclette,Côté Droit,1,Véhicule
2284,Véhicule Léger,Avant,4,Fossé
2285,Véhicule Léger,Avant,4,Véhicule
2285,Véhicule Léger,Arrière,1,Véhicule
2286,Véhicule Utilitaire,Avant,1,Véhicule
2286,Véhicule Léger,Côté Gauche,1,Véhicule
2287,Véhicule Léger,Avant,1,Glissière
2288,Véhicule Léger,Avant,2,Véhicule
2288,Véhicule Léger,Avant,1,Véhicule
2289,Motocyclette,Avant,1,Véhicule
2289,Véhicule Léger,Côté Gauche,5,Véhicule
2290,Véhicule Léger,Avant,3,Véhicule
2290,Véhicule Léger,Côté Droit,1,Véhicule
2291,Véhicule Léger,Avant,2,Véhicule
2291,Véhicule Léger,Avant,1,Véhicule
2292,Bicyclette,Avant,1,Véhicule
2292,Bicyclette,Côté Gauche,1,Véhicule
2293,Véhicule Léger,Avant,1,Véhicule
2293,Véhicule Léger,Côté Droit,1,Véhicule
2294,Véhicule Léger,Avant,1,Véhicule
2294,Véhicule Léger,Arrière,1,Véhicule
2295,Véhicule Léger,Avant,1,Batiment ou Mobilier urbain
2296,Véhicule Léger,Avant,1,Véhicule
2296,Bicyclette,Côté Gauche,1,Véhicule
2297,Véhicule Léger,Avant,1,Fossé
2298,Motocyclette,Avant,1,Fossé
2299,Véhicule Léger,Avant,2,Véhicule
2299,Véhicule Léger,Arrière,3,Véhicule
2300,Véhicule Utilitaire,Avant,1,Véhicule
2300,Véhicule Léger,Avant,1,Véhicule
2300,Véhicule Léger,Côté Droit,1,Véhicule
2301,Véhicule Léger,Avant,1,Véhicule
2301,Véhicule Léger,Côté Droit,1,Véhicule
2302,Véhicule Léger,Avant,2,Véhicule
2302,Véhicule Léger,Côté Droit,3,Véhicule
2303,Bicyclette,Avant,1,Véhicule
2303,Véhicule Léger,Côté Droit,1,Véhicule
2304,Motocyclette,Avant,1,Véhicule
2304,Bicyclette,Côté Gauche,1,Véhicule
2305,Véhicule Léger,Avant,1,Véhicule
2305,Véhicule Léger,Côté Gauche,3,Véhicule
2306,Véhicule Léger,Avant,1,Fossé
2307,Véhicule Léger,Avant,1,Véhicule
2307,Véhicule Léger,Côté Droit,3,Véhicule
2308,Véhicule Léger,Avant,2,Véhicule
2308,Bicyclette,Côté Droit,1,Véhicule
2309,Véhicule Léger,Avant,1,Glissière
2310,Véhicule Utilitaire,Avant,1,Véhicule
2310,Véhicule Léger,Côté Droit,4,Véhicule
2311,Véhicule Léger,Avant,5,Véhicule
2311,Véhicule Léger,Arrière,5,Véhicule
2312,Véhicule Léger,Avant,1,Véhicule
2312,Véhicule Léger,Côté Gauche,1,Véhicule
2313,Véhicule Léger,Avant,5,Batiment ou Mobilier urbain
2314,Véhicule Léger,Avant,1,Véhicule
2314,Véhicule Léger,Côté Droit,2,Véhicule
2315,Véhicule Léger,Avant,2,Batiment ou Mobilier urbain
2316,Véhicule Léger,Avant,5,Fossé
